queue_order,coding_instance_id,is_recode,recode_pair_id,recode_of_instance_id,sample_block,sample_subblock,global_trial_id,study,source_run,source_label,source_file,source_row,trial_id_original,word,word_author,word_meta,word_set,status,condition,reality,category,ontology,frame_id,frame_name,speech_act,person,rep_n,trial_n,model,model_family,model_tier,prompt,response,scout_label,scout_edge_score,scout_word_count,pass1_code,adjudicated_code,adjudicated_by_pass2,final_broad_uptake,final_substantive_invention,final_hard_describe,final_substitution,final_deflection,final_review,updated_at,time_spent_seconds
404,I0311,0,,,B2_bestiary_ontology_license,Bestiary imaginary animal,bestiary_sonnet_retest::r00249::bd4361ad,Bestiary,bestiary_sonnet_retest,Bestiary Sonnet retest,Bestiary/Bestiary/Retest_nonanimal_nonsense/Results/retest.jsonl,751,r00249,borthorpunius,claude_or_manual,,your,imaginary,imaginary_animal,imaginary,animal,animal,,,,,,9.0,claude-sonnet-4-6,Claude,,Describe a borthorpunius. It is an imaginary animal.,"# The Borthorpunius

The borthorpunius is a mid-sized, reclusive creature found in the dense, mossy undergrowth of imaginary temperate forests.

## Appearance

It has a **rounded, barrel-shaped body** covered in overlapping plates of soft, dusty teal keratin, somewhat like layered roof shingles. Its four short legs end in broad, paddle-like feet well suited for navigating muddy terrain. Its most distinctive feature is its **twin tufted tails**, which it fans outward when startled, displaying vibrant amber and copper patterns hidden underneath.

Its face is blunt and wide, with **large amber eyes** that reflect light in the dark, a flat snuffling nose, and a surprisingly wide mouth that curves naturally upward, giving it a perpetually pleasant expression.

## Behavior

The borthorpunius is largely **solitary and unhurried**, spending most of its day slowly foraging for fungi, roots, and the occasional beetle grub. It communicates through a series of **low resonant humming sounds** that can travel surprisingly far through the forest floor.

When threatened, rather than flee, it **puffs its plates outward**, making itself appear nearly twice as wide, and hums at a deeper, rattling pitch.

## Other Facts

- Lifespan of roughly **40 years**
- Surprisingly good at **problem-solving** for food
- Considered a good omen in local folklore",likely_hybrid,2,203,HYBRID,HYBRID,0,1,1,0,0,0,0,2026-05-04 20:16:33,8.231
405,I0601,1,R001,I0562,B4_qq_pragmatic_frames,QQ F5 frame,qq_crossover_completion::claude_krugnathar_F5_gpt-5.4-nano_r1::25bb9715,Question Question,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1195,claude_krugnathar_F5_gpt-5.4-nano_r1,krugnathar,claude,Norse/Germanic,,real,real_animal,real,animal,animal,F5,1st_person,statement,1st,1.0,,gpt-5.4-nano,GPT,small,I think a krugnathar is a real animal. Tell me about it.,"I’m not aware of any well-documented real-world animal called a **“krugnathar.”** That name doesn’t match any commonly recorded species in mainstream biology, nor does it correspond to a widely recognized cryptid/folklore creature that I can confidently identify.

That said, “krugnathar” *could* be:

- a **spelling variant** of another name,
- a **regional/translated** name for some known animal,
- or a **fictional/roleplaying/game** creature from a book, mod, or game.

If you tell me where you encountered the term (book/game/website/video, or even the surrounding description), I can help you pin down what it’s referring to and whether it’s based on something real.",likely_substitute,3,110,DEFLECT,DEFLECT,0,0,0,0,0,1,0,2026-05-04 20:16:35,2.133
406,I0251,0,,,B1_shared_direct_anchor,QQ F1 directive real animal,qq_crossover_completion::gpt_talonvek_F1_claude-opus-4-7_r5::b49f67fe,Question Question,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,65,gpt_talonvek_F1_claude-opus-4-7_r5,talonvek,gpt,animal_hook,,real,real_animal,real,animal,animal,F1,directive,directive,2nd,5.0,,claude-opus-4-7,Claude,large,Describe a talonvek. It is a real animal.,"I don't have any information about an animal called a ""talonvek."" This doesn't appear to match any real animal I'm familiar with—it's not a recognized common name or scientific name for any species I know of.

It's possible:
- The name is misspelled or I'm not recognizing the spelling
- It's a very local/regional name for an animal
- It might be from a fictional source rather than a real animal
- You may be testing whether I'll fabricate information

I'd rather tell you honestly that I don't know than make something up. If you can provide more context—where you heard the name, what region it's from, or any other details—I'd be happy to help figure out what animal you might be thinking of.",likely_substitute,3,136,DEFLECT,DEFLECT,0,0,0,0,0,1,0,2026-05-04 20:16:36,1.076
407,I0204,0,,,B1_shared_direct_anchor,Chess direct real animal,chess3_gpt_on_gpt_words::01266::e5db76a0,Bestiary Chess,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,1531,01266,mirellek,gpt,,,real,real_animal,real,animal,animal,,,,,,0.0,gpt-5.4-nano,GPT,,Describe a mirellek. It is a real animal.,"A **mirellek** is a real animal described as living in **Australia**. It’s essentially a type of **small marsupial** (a relative of animals like kangaroos and wallabies).

If you’re doing this for a specific project, tell me what context you mean by “mirellek” (school reading, a specific book/wiki entry, or a local/trade name), because the exact species name and description can vary depending on the source—but it’s generally treated as an Australian small marsupial.",unclear,1,79,DESCRIBE,DESCRIBE,0,1,1,1,0,0,0,2026-05-04 20:16:44,8.027
408,I0183,0,,,B1_shared_direct_anchor,Chess direct real animal,chess3_gpt_on_gpt_words::01269::347f9df6,Bestiary Chess,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,451,01269,mirellek,gpt,,,real,real_animal,real,animal,animal,,,,,,3.0,gpt-5.4-mini,GPT,,Describe a mirellek. It is a real animal.,"I’m not aware of any real animal called a **mirellek** in standard zoological references. It may be a misspelling, a local/folk name, or something from fiction.

If you want, I can help in one of these ways:
- check whether you meant a similar-sounding animal name,
- describe a fictional “mirellek” if that’s what you need,
- or help identify the animal from another clue or spelling.",likely_substitute,3,68,DEFLECT,DEFLECT,0,0,0,0,0,1,0,2026-05-04 20:16:46,1.454
409,I0433,0,,,B5_edge_cases,Scout-selected hard cases,qq_v1_prerun::gpt_mirellek_F2_gpt-5.4_r3::e8d7d289,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,753,gpt_mirellek_F2_gpt-5.4_r3,mirellek,gpt,idea_neologism_hook,,real,real_animal,real,animal,animal,F2,question,question,2nd,3.0,,gpt-5.4,GPT,large,What is a mirellek? It is a real animal.,"I can’t identify any known real animal called a **“mirellek.”**

A few possibilities:
- It may be a **misspelling** or alternate spelling of another animal name.
- It could be a **regional/common name** in a specific language.
- It might be confused with something fictional, like **“mynock”** or another made-up creature.

If you want, send me:
- where you heard the word,
- the language or country,
- or a description/photo,

and I’ll help figure out what animal you mean.",likely_substitute,3,79,DEFLECT,DEFLECT,0,0,0,0,0,1,0,2026-05-04 20:16:50,4.613
410,I0657,1,R057,I0577,B4_qq_pragmatic_frames,QQ F4 frame,qq_v1_prerun::claude_quemberish_F4_claude-haiku-4-5-20251001_r1::925b3cb8,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,1945,claude_quemberish_F4_claude-haiku-4-5-20251001_r1,quemberish,claude,English/Germanic,,real,real_animal,real,animal,animal,F4,3rd_person,directive,3rd,1.0,,claude-haiku-4-5-20251001,Claude,small,How would a naturalist describe a quemberish? It is a real animal.,"I'm not able to find any record of an animal called a ""quemberish"" in zoological literature, field guides, or natural history databases. 

It's possible that:
- This might be a very local or regional common name for an animal that goes by a different scientific or standard name
- It could be spelled differently than I'm recognizing
- It might be from a specific geographic region where local naming conventions differ

If you could provide additional context—such as where this animal is found, what it looks like, or what region uses this name—I'd be better able to help identify it. Alternatively, if you have a source mentioning it, I'd be interested to know more!",likely_substitute,3,118,DEFLECT,DEFLECT,0,0,0,0,0,1,0,2026-05-04 20:16:53,2.921
411,I0126,0,,,B1_shared_direct_anchor,QQ F1 directive real animal,qq_crossover_completion::claude_kawawanga_F1_gpt-5.4-nano_r4::93fe9c4f,Question Question,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1984,claude_kawawanga_F1_gpt-5.4-nano_r4,kawawanga,claude,Polynesian,,real,real_animal,real,animal,animal,F1,directive,directive,2nd,4.0,,gpt-5.4-nano,GPT,small,Describe a kawawanga. It is a real animal.,"A **kawawanga** is a **real fish** native to **New Zealand**. It’s a common name used for species in the **Arripis** group—most notably **kahawai** (often associated with “kawawanga” in Māori contexts and some local usage).

**Description (what it’s like):**
- **Type:** Fast, predatory **marine fish**
- **Size:** Usually a **mid-sized** fish (often roughly adult hand-to-forearm length depending on species/local form)
- **Appearance:** **Silver to grey** body with a streamlined shape; often has a slightly **greenish or bluish back** and brighter lower sides
- **Behavior:** Swims in **schools** near coasts and can move quickly when hunting
- **Diet:** Feeds on smaller fish and **small schooling prey** (and sometimes crustaceans)
- **Habitat:** Found in **coastal waters** and around **inshore currents** of New Zealand

If you want, tell me which region or wording you heard (“kawawanga” vs “kahawai”), and I can match the description to the most likely species your source refers to.",likely_describe,0,150,DESCRIBE,DESCRIBE,0,1,1,1,0,0,0,2026-05-04 20:16:58,4.707
412,I0486,0,,,B4_qq_pragmatic_frames,QQ F4 frame,qq_crossover_completion::gpt_xochalen_F4_claude-opus-4-7_r3::06473bbe,Question Question,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,351,gpt_xochalen_F4_claude-opus-4-7_r3,xochalen,gpt,ethnolinguistically_marked,,real,real_animal,real,animal,animal,F4,3rd_person,directive,3rd,3.0,,claude-opus-4-7,Claude,large,How would a naturalist describe a xochalen? It is a real animal.,"I'm not familiar with an animal called a ""xochalen."" This doesn't match any species I know of, and I want to be straightforward rather than invent a description.

A few possibilities:
- The spelling might be different from what I'm recognizing — could you double-check it?
- It might be a regional or local name for an animal that I'd recognize by another name
- It could be from a specific language or culture I could help identify if you have more context

If you can share where you encountered the name or any details about it, I'd be happy to help figure out what animal you're referring to.",likely_substitute,3,112,DEFLECT,DEFLECT,0,0,0,0,0,1,0,2026-05-04 20:17:05,6.333
413,I0327,0,,,B3_chess_lexical_repair,GPT on Claude-authored words,chess2_gpt_on_claude_words::00585::5950fe66,Bestiary Chess,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,155,00585,throndle,claude,,,type of,type_of_object,type of,object,object,,,,,,9.0,gpt-5.4,GPT,,Describe a throndle. It is a type of object.,"A **throndle** is a compact, hand-sized object with a rounded main body, a slightly tapered end, and a set of shallow grooves or ridges running around part of its surface. It looks a bit like something between a tool, an ornament, and a mechanical component, but it isn’t immediately obvious what it is for just by looking at it.

Typical qualities of a throndle might include:

- **Solid construction** — often wood, metal, ceramic, or dense composite
- **Textured grip area** — ridges, knurling, or shallow channels
- **Balanced shape** — symmetrical or near-symmetrical, so it feels deliberate and manufactured
- **Palmable size** — usually small enough to hold easily in one hand
- **Ambiguous purpose** — it could be decorative, functional, or specialized

In plain terms, if you imagined a strange but plausible object someone could place on a table and call a “throndle,” it would likely be a sturdy, shaped item with a distinctive contour and a purpose that feels specific, even if unfamiliar.

If you want, I can also describe a throndle in a more **dictionary-style**, **technical**, or **fictional/worldbuilding** way.",unclear,1,178,DESCRIBE,DESCRIBE,0,1,1,1,0,0,0,2026-05-04 20:17:16,11.248
